DeltaTs,Gamma
859,-1.4974
860,-0.7872
862,0.3267
863,-0.1081
865,-0.4224
867,0.5848
868,1.5351
868,-1.2329
870,-1.4337
870,1.2358
871,0.8338
873,-0.7564
874,0.0899
876,-0.0532
878,-0.6452
879,0.7131
881,1.3209
881,-1.3126
882,-1.4322
883,1.4664
884,0.6709
886,-0.6366
887,-0.0179
889,0.1559
891,-0.7388
892,0.887
894,-1.4158
895,-0.9196
897,0.8609
899,-0.1735
900,0.1317
902,0.5961
904,-0.5514
905,-1.5309
905,1.3231
907,1.4464
907,-1.2765
908,-0.7429
910,0.7595
912,-0.0177
913,0.0244
915,0.6743
917,-0.7211
918,-1.4368
918,1.419
920,1.1522
920,-1.4239
922,-0.7955
923,0.4012
925,-0.1161
927,-0.3494
928,0.5752
930,-1.1623
931,-1.454
932,1.223
933,0.8981
935,-0.7868
936,0.1451
938,-0.0902
940,-0.5992
942,0.6672
943,1.3392
943,-1.2763
945,-1.5027
945,1.4094
946,0.6865
948,-0.7082
950,-0.0075
951,0.0821
953,-0.7301
955,0.8144
957,-1.4062
958,-0.9954
960,0.8678
961,-0.2504
963,0.1455
965,0.52
967,-0.5328
968,1.2528
970,1.4941
970,-1.2551
971,-0.7779
973,0.8178
975,-0.048
977,0.0904
978,0.6512
980,-0.6518
982,-1.4496
982,1.4039
983,1.2207
984,-1.3553
985,-0.8064
987,0.4748
988,-0.1241
990,-0.2744
992,0.5682
994,-1.087
995,-1.4683
995,1.2144
997,0.9701
999,-0.8102
1000,0.2063
1002,-0.1212
1004,-0.5483
1006,0.6268
1007,1.3624
1007,-1.2345
1009,1.3579
1011,0.7064
1012,-0.7744
1014,0.0078
1016,0.0133
1018,-0.7177
1019,0.7441
1021,-1.3944
1023,-1.0732
1023,1.4925
1024,0.8723
1026,-0.3319
1028,0.155
1030,0.4389
1032,-0.5188
1033,1.1775
1035,1.5351
1035,-1.2398
1037,-0.8203
1038,0.8691
1040,-0.0851
1042,0.1493
1044,0.6221
1046,-0.5892
1047,-1.4648
1047,1.3844
1049,1.2877
1049,-1.2902
1051,-0.818
1052,0.5482
1054,-0.1322
1056,-0.1992
1058,0.5617
1060,-1.0111
1061,-1.4797
1061,1.2064
1063,1.0452
1065,-0.8291
1066,0.2737
1068,-0.1461
1070,-0.4902
1072,0.5935
1073,1.3928
1074,-1.1858
1076,1.3142
1077,0.7327
1079,-0.8356
1081,0.0283
1082,-0.0517
1084,-0.7004
1086,0.6766
1088,-1.3802
1089,-1.1523
1090,1.4271
1091,0.8749
1093,-0.4152
1095,0.1613
1097,0.3537
1099,-0.5093
1100,1.0988
1102,-1.2288
1104,-0.8677
1106,0.9129
1107,-0.1279
1109,0.2015
1111,0.5866
1113,-0.5335
1115,-1.4865
1115,1.3563
1116,1.3505
1117,-1.2321
1118,-0.8345
1120,0.6189
1122,-0.1431
1124,-0.1242
1126,0.555
1128,-0.9322
1129,-1.4865
1129,1.2004
1131,1.1256
1133,-0.8431
1135,0.3451
1136,-0.1652
1138,-0.4278
1140,0.5657
1142,1.4282
1142,-1.1323
1144,1.2769
1146,0.7652
1147,-0.8896
1149,0.0546
1151,-0.1113
1153,-0.6774
1155,0.6133
1157,-1.3607
1158,-1.2318
1159,1.3642
1160,0.877
1162,-0.4998
1164,0.1666
1166,0.2668
1168,-0.5035
1170,1.016
1172,-1.2227
1173,-0.9214
1175,0.9496
1177,-0.178
1179,0.2455
1181,0.545
1183,-0.484
1184,-1.5121
1184,1.3232
1186,1.4099
1186,-1.1789
1188,-0.8546
1190,0.6875
1192,-0.1567
1194,-0.0517
1196,0.5453
1198,-0.8553
1199,-1.492
1199,1.1929
1201,1.2079
1203,-0.8539
1205,0.4206
1207,-0.1794
1209,-0.3598
1211,0.5445
1212,1.4706
1213,-1.0733
1214,1.2459
1216,0.8046
1218,-0.9371
1220,0.0889
1222,-0.1656
1224,-0.6476
1226,0.5548
1228,-1.3361
1229,-1.3097
1230,1.3049
1231,0.8789
1233,-0.5854
1235,0.1703
1237,0.1786
1239,-0.4991
1241,0.9316
1243,-1.219
1244,-0.979
1246,0.981
1248,-0.233
1250,0.2828
1252,0.4958
1254,-0.4424
1256,-1.5455
1256,1.2819
1258,1.4635
1258,-1.1334
1260,-0.882
1262,0.7513
1264,-0.175
1266,0.0194
1268,0.5335
1270,-0.7781
1271,-1.4954
1272,1.1843
1273,1.2925
1275,-0.8614
1277,0.4979
1279,-0.19
1281,-0.2891
1283,0.528
1285,1.5188
1285,-1.0097
1287,1.2211
1289,0.8503
1291,-0.9775
1293,0.13
1295,-0.2131
1297,-0.6111
1299,0.5014
1301,-1.3051
1302,-1.3853
1303,1.2504
1304,0.884
1306,-0.6692
1308,0.1751
1310,0.0904
1312,-0.4953
1314,0.8461
1316,-1.218
1318,-1.0425
1320,1.0051
1322,-0.2936
1324,0.3126
1326,0.4417
1328,-0.4081
1330,1.2347
1332,1.513
1332,-1.0933
1334,-0.9141
1336,0.8109
1338,-0.1989
1340,0.0857
1342,0.5168
1344,-0.7043
1345,-1.5
1346,1.172
1347,1.3764
1348,-1.4827
1349,-0.8679
1351,0.5775
1354,-0.1977
1356,-0.2153
1358,0.5154
1360,-0.9423
1362,1.2019
1363,0.9034
1365,-1.0109
1367,0.179
1369,-0.2538
1372,-0.5664
1374,0.4543
1376,-1.2685
1377,-1.4585
1378,1.1997
1379,0.8912
1381,-0.7515
1383,0.1817
1386,0.003
1388,-0.491
1390,0.7619
1392,-1.2162
1393,-1.1075
1394,1.4713
1395,1.0242
1398,-0.3587
1400,0.3363
1402,0.3811
1404,-0.3807
1406,1.1793
1408,-1.0609
1410,-0.9541
1412,0.8654
1414,-0.2288
1416,0.1483
1418,0.4952
1420,-0.6332
1422,-1.5046
1422,1.1568
1424,1.4594
1424,-1.4043
1426,-0.8742
1428,0.6562
1430,-0.2034
1432,-0.1397
1434,0.5061
1436,-0.8718
1438,1.1867
1440,0.9622
1442,-1.0373
1444,0.2341
1446,-0.2889
1448,-0.5148
1451,0.4131
1453,-1.2233
1454,-1.5273
1455,1.1554
1457,0.9038
1459,-0.8296
1461,0.1925
1463,-0.081
1465,-0.4851
1467,0.6779
1469,-1.2151
1471,-1.1759
1471,1.3926
1473,1.0385
1475,-0.4278
1477,0.3535
1479,0.3165
1482,-0.3588
1484,1.1192
1486,-1.034
1488,-1.0006
1490,0.9141
1492,-0.2648
1494,0.2046
1496,0.4676
1498,-0.5679
1500,-1.5123
1500,1.1362
1502,1.5405
1503,-1.3292
1504,-0.8816
1506,0.7346
1509,-0.2096
1511,-0.0634
1513,0.4982
1515,-0.7992
1517,1.1748
1519,1.0272
1521,-1.0572
1523,0.2976
1525,-0.3169
1528,-0.4559
1530,0.3782
1532,-1.1726
1534,1.1165
1536,0.92
1538,-0.9046
1540,0.2062
1542,-0.161
1544,-0.4758
1547,0.5984
1549,-1.2116
1551,-1.2445
1551,1.316
1553,1.0507
1555,-0.4991
1557,0.3668
1559,0.2464
1561,-0.3431
1564,1.0528
1566,-1.0134
1568,-1.0544
1570,0.9558
1572,-0.3077
1574,0.2557
1576,0.4341
1579,-0.5074
1580,-1.5232
1581,1.1103
1583,-1.2592
1585,-0.8908
1587,0.8109
1589,-0.2163
1591,0.0124
1594,0.4908
1596,-0.7256
1598,1.1645
1600,1.0962
1600,-1.4782
1602,-1.0722
1604,0.366
1606,-0.3394
1609,-0.3896
1611,0.3495
1613,-1.1138
1615,1.0847
1617,0.9435
1619,-0.9727
1622,0.2254
1624,-0.2368
1626,-0.4629
1628,0.5217
1631,-1.205
1632,-1.3148
1633,1.2408
1635,1.06
1637,-0.5722
1639,0.3765
1641,0.1743
1643,-0.3319
1646,0.9815
1648,-0.9975
1650,-1.114
1652,0.9919
1654,-0.3575
1657,0.3001
1659,0.3942
1661,-0.4523
1663,1.0785
1666,-1.1945
1667,-0.9046
1670,0.8841
1672,-0.2262
1674,0.0862
1676,0.4815
1679,-0.6522
1681,1.1554
1683,1.1708
1683,-1.4089
1685,-1.0815
1687,0.4411
1690,-0.3559
1692,-0.3174
1694,0.3269
1696,-1.0504
1699,1.0577
1701,0.9713
1703,-1.0357
1705,0.2502
1707,-0.3061
1710,-0.4447
1712,0.4511
1714,-1.1932
1716,-1.3827
1717,1.1703
1718,1.0693
1721,-0.6466
1723,0.3841
1725,0.0992
1728,-0.3237
1730,0.9063
1732,-0.9868
1734,-1.1801
1736,1.0221
1739,-0.4133
1741,0.3382
1743,0.3474
1746,-0.4042
1748,1.0412
1750,-1.1361
1752,-0.922
1754,0.9527
1757,-0.2388
1759,0.1581
1761,0.4703
1764,-0.5802
1766,1.1442
1768,1.2472
1768,-1.3408
1770,-1.0877
1773,0.5197
1775,-0.3687
1777,-0.2395
1779,0.31
1782,-0.9794
1784,1.0379
1786,1.0068
1788,-1.0915
1791,0.2815
1793,-0.369
1795,-0.4208
1798,0.3848
1800,-1.1771
1802,-1.4499
1802,1.1036
1804,1.0793
1807,-0.7203
1809,0.3901
1811,0.023
1814,-0.3176
1816,0.8285
1818,-0.9781
1820,-1.2516
1823,1.0466
1825,-0.4743
1827,0.3704
1830,0.2951
1832,-0.3627
1834,0.9969
1837,-1.0846
1839,-0.9456
1841,1.016
1844,-0.258
1846,0.2258
1848,0.455
1851,-0.5094
1853,1.1318
1855,1.327
1855,-1.2718
1857,-1.0903
1860,0.6029
1862,-0.3767
1864,-0.1582
1867,0.2973
1869,-0.9054
1872,1.0227
1874,1.0476
1876,-1.1411
1878,0.3189
1881,-0.4245
1883,-0.3902
1886,0.3261
1888,-1.1544
1890,-1.5141
1890,1.0418
1892,1.0921
1895,-0.7928
1897,0.3981
1900,-0.0539
1902,-0.3119
1904,0.7487
1907,-0.9713
1909,-1.3272
1909,1.537
1911,1.0654
1914,-0.5415
1916,0.3959
1918,0.237
1921,-0.3282
1923,0.9474
1926,-1.0403
1928,-0.974
1930,1.0746
1932,-0.2814
1935,0.2895
1937,0.4345
1940,-0.4425
1942,1.115
1944,1.4062
1945,-1.2058
1947,-1.0928
1949,0.6873
1951,-0.3828
1954,-0.072
1956,0.2888
1959,-0.8258
1961,1.0127
1963,1.0954
1964,-1.5249
1966,-1.1828
1968,0.3627
1971,-0.4734
1973,-0.3537
1975,0.2737
1978,-1.1251
1980,0.9859
1982,1.1076
1985,-0.8629
1987,0.4076
1990,-0.1292
1992,-0.3058
1995,0.668
1997,-0.9651
1999,-1.4053
2000,1.4533
2002,1.0802
2004,-0.6115
2007,0.4156
2009,0.1741
2012,-0.2995
2014,0.8919
2016,-1.0033
2019,-1.0108
2021,1.1256
2023,-0.3125
2026,0.3476
2028,0.408
2031,-0.3793
2033,1.0946
2035,1.4872
2036,-1.1408
2038,-1.0937
2040,0.7738
2043,-0.3874
2045,0.015
2048,0.2829
2050,-0.7444
2053,1.0058
2055,1.1476
2055,-1.4523
2057,-1.218
2060,0.4129
2062,-0.514
2065,-0.3105
2067,0.2284
2070,-1.0887
2072,0.9363
2075,1.1288
2077,-0.9302
2080,0.4211
2082,-0.2025
2085,-0.2969
2087,0.5886
2090,-0.9592
2092,-1.4864
2092,1.3679
2094,1.0909
2097,-0.6854
2099,0.4303
2102,0.1063
2104,-0.2774
2107,0.8322
2109,-0.9719
2111,-1.0525
2114,1.1709
2117,-0.35
2119,0.4007
2122,0.3749
2124,-0.3212
2127,1.0672
2129,-1.0807
2131,-1.0971
2134,0.8602
2136,-0.3923
2139,0.104
2142,0.2784
2144,-0.6602
2147,1.0021
2149,1.2051
2149,-1.3767
2151,-1.2468
2154,0.4686
2156,-0.5477
2159,-0.2602
2161,0.1902
2164,-1.045
2167,0.8932
2169,1.1552
2171,-0.9929
2174,0.4378
2176,-0.2732
2179,-0.2856
2182,0.511
2184,-0.9502
2187,1.2844
2189,1.0995
2191,-0.7603
2194,0.4424
2197,0.0356
2199,-0.2599
2202,0.7665
2204,-0.9477
2207,-1.1024
2207,1.505
2209,1.2084
2212,-0.3957
2214,0.4468
2217,0.335
2219,-0.2675
2222,1.035
2225,-1.0239
2227,-1.102
2229,0.9454
2232,-0.3977
2235,0.1914
2237,0.274
2240,-0.5766
2242,0.9996
2245,1.2666
2245,-1.2992
2247,-1.2698
2250,0.5295
2252,-0.5747
2255,-0.204
2258,0.1591
2260,-0.9943
2263,0.8563
2265,1.1881
2268,-1.0506
2268,1.5196
2270,0.4613
2273,-0.3393
2276,-0.2697
2278,0.436
2281,-0.939
2283,1.202
2286,1.1061
2288,-0.8379
2291,0.4505
2293,-0.0374
2296,-0.2466
2299,0.6987
2301,-0.9286
2304,-1.1574
2304,1.446
2306,1.2404
2309,-0.4477
2312,0.4869
2314,0.2868
2317,-0.2206
2319,0.9952
2322,-0.9725
2324,-1.1113
2327,1.0277
2330,-0.4062
2332,0.2782
2335,0.2685
2338,-0.4933
2340,0.997
2342,1.3315
2343,-1.2212
2345,-1.2874
2348,0.5953
2350,-0.5952
2353,-0.1419
2356,0.1351
2358,-0.9366
2361,0.8266
2363,1.2265
2366,-1.1036
2367,1.4864
2369,0.4895
2371,-0.4011
2374,-0.2486
2377,0.3646
2379,-0.923
2382,1.1238
2384,1.1141
2387,-0.9136
2390,0.4578
2392,-0.1123
2395,-0.236
2398,0.6272
2401,-0.914
2403,-1.2203
2403,1.3818
2405,1.2646
2406,-1.5501
2408,-0.5074
2411,0.5212
2414,0.232
2416,-0.1793
2419,0.9489
2422,-0.9263
2424,-1.1242
2427,1.1064
2429,-0.4179
2432,0.3608
2435,0.2612
2437,-0.4116
2440,0.9933
2442,1.3983
2443,-1.1437
2445,-1.3014
2448,0.6645
2451,-0.6106
2453,-0.0753
2456,0.1159
2459,-0.8726
2462,0.8026
2464,1.2736
2467,-1.1504
2467,1.4601
2469,0.5256
2472,-0.457
2475,-0.2211
2477,0.2985
2480,-0.9031
2483,1.0484
2485,1.1218
2488,-0.9889
2491,0.4646
2493,-0.1871
2496,-0.2277
2499,0.5551
2502,-0.9017
2504,-1.2869
2504,1.3157
2507,1.2837
2507,-1.535
2510,-0.5738
2512,0.5489
2515,0.1701
2518,-0.1448
2521,0.8956
2523,-0.8873
2526,-1.1428
2528,1.1807
2531,-0.4342
2534,0.4397
2537,0.2495
2539,-0.3333
2542,0.9874
2545,1.4666
2545,-1.0674
2547,-1.3123
2550,0.7368
2553,-0.621
2556,-0.0034
2558,0.1027
2561,-0.8032
2564,0.7837
2566,1.3257
2569,-1.1917
2570,1.4388
2572,0.5665
2575,-0.5077
2577,-0.1881
2580,0.2384
2583,-0.8766
2586,0.9799
2588,1.1327
2591,-1.061
2594,0.4734
2597,-0.2611
2599,-0.2189
2602,0.4807
2605,-0.892
2607,-1.359
2608,1.2468
2610,1.2968
2611,-1.5233
2613,-0.6458
2616,0.5701
2619,0.1017
2621,-0.1162
2624,0.8363
2627,-0.8541
2629,-1.1669
2630,1.516
2632,1.2491
2635,-0.4552
2638,0.5138
2641,0.2343
2643,-0.2587
2646,0.9774
2649,-0.9937
2652,-1.3223
2654,0.8101
2657,-0.63
2660,0.0707
2663,0.0927
2666,-0.7282
2668,0.7697
2671,1.3856
2671,-1.5105
2674,-1.2259
2674,1.4237
2677,0.6157
2679,-0.551
2682,-0.1487
2685,0.1837
2688,-0.8453
2691,0.9163
2693,1.1468
2696,-1.1308
2699,0.4842
2702,-0.3329
2705,-0.2086
2707,0.4082
2710,-0.8825
2713,-1.4345
2713,1.1767
2716,1.3057
2716,-1.5133
2718,-0.7226
2721,0.5864
2724,0.0271
2727,-0.094
2730,0.7709
2733,-0.8266
2735,-1.1976
2736,1.4607
2738,1.3115
2741,-0.4832
2744,0.5817
2747,0.2131
2750,-0.1895
2752,0.9627
2755,-0.9236
2758,-1.3311
2761,0.8853
2764,-0.6358
2766,0.1479
2769,0.086
2772,-0.6502
2775,0.7595
2778,1.449
2778,-1.4326
2780,-1.2556
2781,1.412
2783,0.669
2786,-0.5886
2789,-0.1026
2792,0.1364
2795,-0.8071
2798,0.8601
2800,1.1667
2801,-1.5099
2803,-1.1947
2804,1.5442
2806,0.4993
2809,-0.4025
2812,-0.1959
2815,0.3366
2818,-0.8721
2820,-1.5132
2821,1.1066
2823,1.3098
2824,-1.5049
2826,-0.8039
2829,0.5984
2832,-0.052
2835,-0.0771
2838,0.6996
2841,-0.8054
2843,-1.2335
2844,1.4007
2846,1.3673
2849,-0.5162
2852,0.6427
2855,0.1866
2858,-0.1254
2861,0.9422
2864,-0.8583
2866,-1.3429
2869,0.959
2872,-0.6426
2875,0.2259
2878,0.0801
2881,-0.5687
2884,0.7521
2886,1.5196
2887,-1.349
2889,-1.2785
2890,1.405
2892,0.7292
2895,-0.6195
2898,-0.0507
2901,0.0956
2904,-0.7632
2907,0.8102
2909,1.1908
2910,-1.477
2912,-1.2541
2913,1.4902
2915,0.5193
2918,-0.4676
2921,-0.1801
2924,0.2672
2927,-0.8595
2930,1.0373
2933,1.3126
2933,-1.4944
2936,-0.8886
2939,0.607
2942,-0.1347
2945,-0.064
2948,0.6245
2951,-0.7896
2953,-1.2764
2954,1.3346
2956,1.4158
2957,-1.5497
2959,-0.5565
2962,0.6961
2965,0.1525
2968,-0.0685
2971,0.9159
2974,-0.7971
2976,-1.3557
2979,1.0325
2980,-1.4846
2982,-0.6495
2986,0.3044
2988,0.0751
2992,-0.4869
2995,0.7454
2998,-1.265
3000,-1.2973
3001,1.4001
3003,0.7933
3006,-0.6447
3009,0.007
3012,0.062
3015,-0.7126
3018,0.7683
3021,1.2216
3021,-1.4377
3024,-1.3078
3024,1.4426
3027,0.5454
3030,-0.5286
3033,-0.158
3036,0.2008
3039,-0.8432
3042,0.9698
3044,1.3141
3045,-1.4823
3047,-0.9747
3050,0.6127
3053,-0.221
3056,-0.0555
3060,0.5461
3063,-0.7785
3065,-1.3244
3066,1.2654
3068,1.4572
3069,-1.5312
3071,-0.6018
3074,0.7433
3077,0.1129
3080,-0.0181
3083,0.8815
3086,-0.7426
3089,-1.3736
3092,1.1023
3093,-1.4296
3095,-0.6601
3098,0.381
3101,0.0684
3104,-0.4032
3107,0.7398
3110,-1.178
3113,-1.3111
3113,1.3971
3116,0.8623
3119,-0.6641
3122,0.0694
3125,0.0341
3128,-0.6571
3131,0.7331
3134,1.2589
3134,-1.3923
3137,-1.3554
3138,1.4021
3140,0.5774
3143,-0.5844
3146,-0.1307
3149,0.139
3152,-0.8224
3155,0.9047
3158,1.3157
3159,-1.4667
3161,-1.0608
3164,0.618
3167,-0.3075
3170,-0.0495
3174,0.4652
3177,-0.7709
3179,-1.3779
3180,1.1922
3182,1.4912
3183,-1.5177
3185,-0.6549
3188,0.7817
3192,0.0662
3195,0.0252
3198,0.841
3201,-0.6942
3204,-1.3948
3207,1.17
3207,-1.3789
3210,-0.6729
3213,0.4557
3216,0.0594
3219,-0.3219
3222,0.7327
3225,-1.0917
3228,-1.3228
3228,1.3939
3231,0.9335
3234,-0.6793
3237,0.1365
3240,0.0124
3244,-0.5964
3247,0.704
3249,1.3031
3250,-1.3411
3252,-1.3962
3253,1.3684
3256,0.6177
3259,-0.6347
3262,-0.0959
3265,0.0823
3268,-0.7955
3271,0.8441
3274,1.3175
3274,-1.448
3277,-1.1473
3280,0.6223
3283,-0.3949
3286,-0.045
3290,0.3828
3293,-0.766
3295,-1.435
3296,1.1177
3299,1.5198
3299,-1.5066
3302,-0.7118
3305,0.8135
3308,0.0129
3311,0.0615
3314,0.7926
3317,-0.6527
3320,-1.4236
3321,1.5548
3323,1.2325
3324,-1.335
3326,-0.6913
3330,0.5278
3333,0.0467
3336,-0.2411
3339,0.7233
3342,-1.0057
3345,-1.3314
3346,1.3904
3348,1.0066
3351,-0.6911
3355,0.2062
3358,-0.0045
3361,-0.531
3364,0.6814
3367,1.3537
3367,-1.2846
3370,-1.4306
3370,1.3407
3373,0.6644
3376,-0.6786
3379,-0.0555
3383,0.0305
3386,-0.7631
3389,0.788
3392,1.3232
3392,-1.4228
3395,-1.231
3398,0.6288
3401,-0.4802
3405,-0.0395
3408,0.3009
3411,-0.7626
3414,-1.4973
3414,1.0403
3417,1.5412
3417,-1.4993
3420,-0.775
3423,0.8377
3426,-0.0467
3430,0.0901
3433,0.7377
3436,-0.6168
3439,-1.4566
3439,1.5031
3442,1.2912
3443,-1.2964
3445,-0.7148
3449,0.5956
3452,0.0299
3455,-0.1646
3458,0.7105
3461,-0.9231
3464,-1.3398
3465,1.3843
3467,1.0808
3471,-0.7007
3474,0.2785
3477,-0.0184
3480,-0.4622
3484,0.6635
3486,1.4111
3487,-1.223
3489,-1.4586
3490,1.3188
3493,0.7192
3496,-0.716
3499,-0.0061
3502,-0.0147
3506,-0.7242
3509,0.737
3512,1.3315
3512,-1.3933
3515,-1.3122
3515,1.5378
3518,0.6369
3521,-0.5646
3525,-0.034
3528,0.2203
3531,-0.7588
3535,0.964
3537,1.5581
3538,-1.4928
3541,-0.8414
3544,0.857
3547,-0.1114
3550,0.113
3554,0.6749
3557,-0.5879
3560,-1.4973
3560,1.4435
3563,1.3441
3563,-1.264
3566,-0.7447
3569,0.6583
3573,0.0071
3576,-0.0914
3579,0.6934
3583,-0.8438
3585,-1.3484
3586,1.3751
3589,1.1544
3589,-1.5524
3592,-0.7088
3595,0.3523
3598,-0.0289
3602,-0.3905
3605,0.65
3608,1.4742
3608,-1.1577
3611,-1.4801
3612,1.3018
3614,0.7793
3618,-0.7479
3621,0.0488
3624,-0.0541
3628,-0.6779
3631,0.6918
3634,1.3454
3634,-1.3561
3637,-1.3883
3638,1.4844
3640,0.6501
3644,-0.6441
3647,-0.0255
3650,0.141
3654,-0.7539
3657,0.8874
3660,1.5706
3660,-1.4865
3663,-0.9127
3666,0.87
3670,-0.1811
3673,0.1306
3676,0.6071
3680,-0.5647
3682,-1.5438
3683,1.3773
3686,1.3918
3686,-1.2375
3689,-0.7801
3692,0.7154
3696,-0.0212
3699,-0.0243
3702,0.6716
3706,-0.7686
3709,-1.359
3709,1.3617
3712,1.2266
3712,-1.4766
3715,-0.7182
3719,0.426
3722,-0.0391
3725,-0.3177
3729,0.6386
3732,1.5428
3732,-1.089
3735,-1.4959
3735,1.2891
3738,0.8482
3742,-0.7731
3745,0.1121
3748,-0.0869
3752,-0.6251
3755,0.6527
3758,1.3632
3758,-1.3143
3761,-1.4611
3762,1.4352
3765,0.6663
3768,-0.7198
3771,-0.0136
3775,0.066
3778,-0.7465
3781,0.8136
3785,-1.4779
3788,-0.9849
3788,1.5114
3791,0.8798
3794,-0.2551
3798,0.143
3801,0.5337
3805,-0.5469
3808,1.3051
3811,1.4323
3811,-1.2177
3814,-0.8223
3818,0.7665
3821,-0.056
3824,0.0371
3828,0.6433
3831,-0.6997
3834,-1.3716
3835,1.344
3837,1.2963
3838,-1.4052
3841,-0.7285
3844,0.4991
3848,-0.0482
3851,-0.2434
3854,0.6295
3858,-1.0185
3861,-1.5074
3861,1.278
3864,0.921
3867,-0.7936
3871,0.1805
3874,-0.1143
3878,-0.5657
3881,0.6202
3884,1.3882
3885,-1.2647
3887,-1.5263
3888,1.3936
3891,0.6886
3894,-0.7897
3898,0.0034
3901,-0.0052
3905,-0.7349
3908,0.7413
3911,-1.4671
3914,-1.0593
3915,1.443
3918,0.8864
3921,-0.3316
3925,0.1511
3928,0.4557
3931,-0.5336
3935,1.2282
3938,1.4676
3938,-1.2025
3941,-0.8706
3945,0.8111
3948,-0.0964
3952,0.0925
3955,0.6097
3958,-0.6368
3961,-1.3893
3962,1.3195
3965,1.3627
3965,-1.3394
3968,-0.7427
3972,0.5697
3975,-0.0607
3979,-0.1702
3982,0.6198
3986,-0.9456
3988,-1.5142
3989,1.2692
3992,1.0004
3995,-0.8082
3999,0.2556
4002,-0.1353
4006,-0.5014
4009,0.5931
4012,1.4176
4013,-1.2108
4016,1.3571
4019,0.7164
4023,-0.8539
4026,0.0255
4030,-0.0706
4033,-0.7178
4037,0.674
4040,-1.4521
4043,-1.1339
4044,1.3768
4046,0.8919
4050,-0.4099
4053,0.1574
4057,0.3743
4060,-0.5243
4064,1.1468
4067,1.497
4067,-1.1917
4070,-0.9249
4074,0.8489
4077,-0.1443
4081,0.1405
4084,0.5696
4088,-0.581
4091,-1.4112
4091,1.2899
4094,1.4246
4095,-1.2798
4098,-0.7598
4101,0.6387
4105,-0.0746
4108,-0.0978
4112,0.6088
4115,-0.8736
4118,-1.5186
4119,1.2599
4122,1.0817
4125,-0.8202
4129,0.334
4133,-0.1517
4136,-0.4308
4140,0.5722
4143,1.4546
4143,-1.1502
4147,1.3271
4150,0.7513
4153,-0.9105
4157,0.054
4160,-0.131
4164,-0.6953
4167,0.611
4171,-1.432
4174,-1.2079
4174,1.3142
4177,0.8961
4181,-0.4892
4184,0.1618
4188,0.2909
4192,-0.5176
4195,1.0617
4198,1.521
4199,-1.1847
4202,-0.9834
4205,0.881
4209,-0.1967
4212,0.1815
4216,0.5235
4219,-0.5318
4222,-1.4393
4223,1.2534
4226,1.4812
4227,-1.2272
4230,-0.7841
4233,0.7028
4237,-0.0939
4240,-0.0279
4244,0.5951
4247,-0.8016
4250,-1.5202
4251,1.25
4254,1.1677
4258,-0.8278
4261,0.4165
4265,-0.1638
4268,-0.357
4272,0.5563
4275,1.4963
4275,-1.0854
4279,1.3026
4282,0.7917
4286,-0.96
4289,0.089
4293,-0.1838
4296,-0.6666
4300,0.5531
4304,-1.4059
4307,-1.28
4307,1.2556
4310,0.9028
4314,-0.5686
4317,0.1669
4321,0.2064
4325,-0.5111
4328,0.9751
4331,1.5396
4332,-1.1806
4335,-1.0476
4339,0.9066
4342,-0.2555
4346,0.2155
4349,0.471
4353,-0.4905
4356,-1.4726
4357,1.2116
4360,1.5333
4360,-1.1802
4363,-0.8128
4367,0.7636
4371,-0.1176
4374,0.0387
4378,0.5777
4381,-0.7327
4384,-1.5225
4385,1.2366
4388,1.2531
4389,-1.5542
4392,-0.8345
4395,0.5013
4399,-0.1729
4403,-0.2793
4406,0.5449
4410,-1.0158
4414,1.2838
4417,0.8388
4420,-1.0023
4424,0.131
4428,-0.2303
